away,cross,home,ones,twos,year
Uruguay,3.32,Chile,2.16,3.60,2018
Trinidad & Tobago,4.17,Honduras,1.41,9.36,2018
Venezuela,6.58,Ecuador,1.22,13.68,2018
Paraguay,3.25,Bolivia,2.43,3.10,2018
Iraq,3.34,United Arab Emirates,1.86,4.43,2018
Iran,3.75,Syria,7.86,1.51,2018
Australia,5.95,Thailand,11.82,1.24,2018
Qatar,3.35,China,1.86,4.32,2018
Uzbekistan,3.66,South Korea,1.58,6.57,2018
Saudi Arabia,4.78,Japan,1.35,8.73,2018
New Zealand,5.05,New Caledonia,8.70,1.29,2018
Estonia,14.94,Belgium,1.05,57.36,2018
Bosnia & Herzegovina,3.13,Greece,3.21,2.44,2018
Latvia,15.20,Portugal,1.05,51.89,2018
D.R. Congo,3.00,Guinea,2.89,2.62,2018
Belarus,3.16,Bulgaria,2.41,3.23,2018
Gibraltar,12.85,Cyprus,1.07,38.13,2018
Andorra,17.47,Hungary,1.04,51.73,2018
Netherlands,10.89,Luxembourg,36.14,1.09,2018
Faroe Islands,11.79,Switzerland,1.08,37.64,2018
Ghana,3.16,Egypt,1.96,4.25,2018
Tahiti,3.32,Solomon Islands,3.09,2.09,2018
Ivory Coast,3.11,Morocco,2.04,3.97,2018
Israel,3.12,Albania,2.30,3.49,2018
Italy,14.88,Liechtenstein,54.01,1.05,2018
FYR Macedonia,18.20,Spain,1.04,47.97,2018
Finland,4.56,Ukraine,1.38,10.26,2018
Serbia,3.13,Wales,2.55,3.03,2018
Gabon,3.24,Mali,1.87,4.54,2018
Ireland,3.34,Austria,2.07,3.88,2018
Iceland,4.52,Croatia,1.43,8.12,2018
Moldova,4.01,Georgia,1.49,8.42,2018
Kosovo,10.72,Turkey,1.10,26.22,2018
Burkina Faso,3.17,Cape Verde,2.02,3.94,2018
Algeria,3.22,Nigeria,1.98,3.96,2018
Zambia,4.04,Cameroon,1.43,8.83,2018
Congo,3.37,Uganda,1.66,6.17,2018
New Caledonia,6.44,New Zealand,1.18,13.44,2018
Mexico,3.23,USA,3.02,2.42,2018
Costa Rica,3.43,Trinidad & Tobago,5.13,1.75,2018
Panama,3.22,Honduras,1.91,4.43,2018
Norway,3.22,Czech Republic,2.20,3.64,2018
Kazakhstan,6.57,Denmark,1.21,16.62,2018
Scotland,4.66,England,1.40,9.20,2018
Sweden,5.55,France,1.29,12.07,2018
Slovenia,7.97,Malta,30.80,1.13,2018
Azerbaijan,3.45,Northern Ireland,1.69,6.33,2018
Poland,3.11,Romania,3.36,2.37,2018
Germany,33.13,San Marino,98.65,1.01,2018
Lithuania,4.57,Slovakia,1.40,9.69,2018
Tunisia,3.38,Libya,4.66,1.81,2018
Montenegro,3.29,Armenia,4.13,2.02,2018
Argentina,3.25,Brazil,2.21,3.55,2018
Peru,3.24,Paraguay,2.11,3.83,2018
Bolivia,4.00,Venezuela,1.59,6.05,2018
Ecuador,3.74,Uruguay,1.69,5.37,2018
Chile,3.62,Colombia,1.80,4.64,2018
Solomon Islands,3.75,Tahiti,1.44,5.94,2018
Brazil,4.57,Venezuela,7.65,1.43,2018
Paraguay,5.66,Argentina,1.27,12.19,2018
Peru,4.91,Chile,1.39,7.88,2018
Uruguay,3.24,Colombia,2.10,3.78,2018
Ecuador,3.53,Bolivia,4.03,1.93,2018
Azerbaijan,5.59,Czech Republic,1.28,12.52,2018
Montenegro,4.47,Denmark,1.47,7.27,2018
Northern Ireland,9.95,Germany,1.11,29.13,2018
Malta,5.58,Lithuania,1.26,15.41,2018
San Marino,29.43,Norway,1.01,87.20,2018
Armenia,8.90,Poland,1.13,23.33,2018
Scotland,3.14,Slovakia,2.27,3.57,2018
England,3.64,Slovenia,5.78,1.70,2018
United Arab Emirates,3.28,Saudi Arabia,2.13,3.53,2018
Romania,3.69,Kazakhstan,5.73,1.68,2018
Syria,3.71,Qatar,1.63,5.64,2018
South Korea,2.99,Iran,2.10,3.98,2018
China,3.26,Uzbekistan,1.97,4.10,2018
Thailand,3.98,Iraq,1.55,6.08,2018
Japan,3.23,Australia,2.33,3.12,2018
Switzerland,20.23,Andorra,67.23,1.03,2018
Luxembourg,5.48,Belarus,1.30,11.75,2018
Cyprus,6.13,Bosnia & Herzegovina,1.24,13.76,2018
Greece,3.08,Estonia,4.85,1.97,2018
Portugal,9.59,Faroe Islands,27.52,1.11,2018
Belgium,33.85,Gibraltar,97.26,1.01,2018
Hungary,3.54,Latvia,5.15,1.78,2018
France,3.23,Netherlands,3.31,2.36,2018
Bulgaria,4.21,Sweden,1.51,7.12,2018
Cameroon,3.51,Algeria,1.76,4.82,2018
Spain,5.64,Albania,13.01,1.28,2018
Italy,5.46,FYR Macedonia,12.27,1.30,2018
Turkey,3.11,Iceland,2.70,2.87,2018
Ireland,4.49,Moldova,9.54,1.41,2018
Austria,3.36,Serbia,2.18,3.51,2018
Guinea,3.93,Tunisia,1.49,7.36,2018
Croatia,4.03,Finland,6.92,1.54,2018
Liechtenstein,12.69,Israel,1.07,38.89,2018
Kosovo,8.46,Ukraine,1.14,20.55,2018
Georgia,4.34,Wales,1.44,8.57,2018
Egypt,3.10,Congo,3.75,2.12,2018
Nigeria,2.97,Zambia,3.80,2.15,2018
Cape Verde,4.32,Senegal,1.39,9.06,2018
Czech Republic,7.09,Germany,1.21,14.70,2018
San Marino,23.19,Northern Ireland,1.02,85.34,2018
Denmark,3.31,Poland,2.18,3.62,2018
Lithuania,5.01,Scotland,1.34,10.88,2018
Slovakia,3.05,Slovenia,2.54,3.17,2018
South Africa,3.01,Burkina Faso,2.36,3.26,2018
Mali,4.13,Ivory Coast,1.45,7.47,2018
Libya,3.72,D.R. Congo,1.60,5.84,2018
Paraguay,5.66,Argentina,1.27,12.19,2018
Peru,4.91,Chile,1.39,7.88,2018
Uruguay,3.24,Colombia,2.10,3.78,2018
Ecuador,3.53,Bolivia,4.03,1.93,2018
Azerbaijan,5.59,Czech Republic,1.28,12.52,2018
Montenegro,4.47,Denmark,1.47,7.27,2018
Northern Ireland,9.95,Germany,1.11,29.13,2018
Malta,5.58,Lithuania,1.26,15.41,2018
San Marino,29.43,Norway,1.01,87.20,2018
Armenia,8.90,Poland,1.13,23.33,2018
Scotland,3.14,Slovakia,2.27,3.57,2018
England,3.64,Slovenia,5.78,1.70,2018
United Arab Emirates,3.28,Saudi Arabia,2.13,3.53,2018
Romania,3.69,Kazakhstan,5.73,1.68,2018
Syria,3.71,Qatar,1.63,5.64,2018
South Korea,2.99,Iran,2.10,3.98,2018
China,3.26,Uzbekistan,1.97,4.10,2018
Thailand,3.98,Iraq,1.55,6.08,2018
Japan,3.23,Australia,2.33,3.12,2018
Switzerland,20.23,Andorra,67.23,1.03,2018
Luxembourg,5.48,Belarus,1.30,11.75,2018
Cyprus,6.13,Bosnia & Herzegovina,1.24,13.76,2018
Greece,3.08,Estonia,4.85,1.97,2018
Portugal,9.59,Faroe Islands,27.52,1.11,2018
Belgium,33.85,Gibraltar,97.26,1.01,2018
Hungary,3.54,Latvia,5.15,1.78,2018
France,3.23,Netherlands,3.31,2.36,2018
Bulgaria,4.21,Sweden,1.51,7.12,2018
Cameroon,3.51,Algeria,1.76,4.82,2018
Spain,5.64,Albania,13.01,1.28,2018
Italy,5.46,FYR Macedonia,12.27,1.30,2018
Turkey,3.11,Iceland,2.70,2.87,2018
Ireland,4.49,Moldova,9.54,1.41,2018
Austria,3.36,Serbia,2.18,3.51,2018
Guinea,3.93,Tunisia,1.49,7.36,2018
Croatia,4.03,Finland,6.92,1.54,2018
Liechtenstein,12.69,Israel,1.07,38.89,2018
Kosovo,8.46,Ukraine,1.14,20.55,2018
Georgia,4.34,Wales,1.44,8.57,2018
Egypt,3.10,Congo,3.75,2.12,2018
Nigeria,2.97,Zambia,3.80,2.15,2018
Cape Verde,4.32,Senegal,1.39,9.06,2018
Czech Republic,7.09,Germany,1.21,14.70,2018
San Marino,23.19,Northern Ireland,1.02,85.34,2018
Denmark,3.31,Poland,2.18,3.62,2018
Lithuania,5.01,Scotland,1.34,10.88,2018
Slovakia,3.05,Slovenia,2.54,3.17,2018
South Africa,3.01,Burkina Faso,2.36,3.26,2018
Mali,4.13,Ivory Coast,1.45,7.47,2018
Libya,3.72,D.R. Congo,1.60,5.84,2018
Latvia,4.79,Andorra,9.63,1.37,2018
Estonia,6.02,Bosnia & Herzegovina,1.22,16.53,2018
Luxembourg,6.21,Bulgaria,1.22,15.01,2018
Belgium,6.54,Cyprus,15.15,1.21,2018
Portugal,2.92,Switzerland,3.14,2.61,2018
Uzbekistan,3.24,Qatar,2.13,3.51,2018
Australia,3.17,United Arab Emirates,3.29,2.29,2018
Japan,5.80,Thailand,11.10,1.27,2018
FYR Macedonia,1.55,Albania,3.07,12.50,2018
South Korea,5.81,Syria,12.73,1.24,2018
Iran,3.11,China,3.30,2.30,2018
Saudi Arabia,2.93,Iraq,3.00,2.61,2018
Turkey,4.33,Croatia,1.45,7.98,2018
Kosovo,3.41,Finland,1.82,4.98,2018
Italy,3.88,Israel,7.07,1.55,2018
Ireland,3.13,Serbia,2.12,4.11,2018
Liechtenstein,32.41,Spain,1.01,99.66,2018
Iceland,3.40,Ukraine,1.89,4.54,2018
Moldova,5.68,Wales,1.25,14.96,2018
Austria,3.54,Georgia,5.40,1.74,2018
Northern Ireland,3.41,Czech Republic,1.79,5.25,2018
Scotland,5.52,Malta,15.78,1.25,2018
Germany,4.69,Norway,7.96,1.42,2018
Montenegro,3.48,Romania,1.75,5.48,2018
Armenia,5.06,Denmark,1.32,11.65,2018
Poland,4.06,Kazakhstan,7.70,1.50,2018
Slovenia,3.17,Lithuania,4.65,1.96,2018
Azerbaijan,5.68,San Marino,15.46,1.24,2018
England,3.50,Slovakia,5.19,1.77,2018
Mexico,4.93,El Salvador,9.14,1.34,2018
Jamaica,3.16,Panama,2.03,3.95,2018
Costa Rica,3.81,Haiti,8.00,1.49,2018
Guatemala,3.65,Trinidad & Tobago,1.67,5.29,2018
Canada,4.00,Honduras,1.49,7.15,2018
USA,17.58,Saint Vincent and the Grenadines,48.70,1.03,2018
Chile,3.29,Paraguay,3.19,2.31,2018
Uruguay,4.06,Argentina,1.52,6.83,2018
Brazil,3.21,Ecuador,2.79,2.61,2018
Venezuela,4.78,Colombia,1.36,9.16,2018
Peru,3.27,Bolivia,2.25,3.31,2018
Thailand,5.15,Saudi Arabia,1.31,9.66,2018
Qatar,3.97,Iran,1.48,7.38,2018
Syria,4.30,Uzbekistan,1.38,8.92,2018
China,3.96,South Korea,1.46,7.61,2018
United Arab Emirates,5.95,Japan,1.22,12.99,2018
Iraq,4.92,Australia,1.34,9.14,2018
New Caledonia,3.32,Tahiti,3.39,2.05,2018
Samoa,14.46,Papua New Guinea,1.02,28.32,2018
Solomon Islands,8.45,New Zealand,1.11,14.13,2018
Vanuatu,4.12,Fiji,1.51,5.51,2018
Samoa,11.34,New Caledonia,1.04,26.80,2018
Tahiti,3.63,Papua New Guinea,4.36,1.70,2018
Fiji,3.32,Solomon Islands,2.65,2.49,2018
New Zealand,12.49,Vanuatu,20.81,1.05,2018
Samoa,9.80,Tahiti,1.09,23.00,2018
New Caledonia,3.54,Papua New Guinea,3.29,2.02,2018
Solomon Islands,3.47,Vanuatu,2.90,2.08,2018
Fiji,5.22,New Zealand,1.32,7.27,2018
Canada,6.66,Mexico,1.18,16.20,2018
Jamaica,3.52,Costa Rica,1.62,6.43,2018
Haiti,3.70,Panama,1.55,7.09,2018
El Salvador,3.56,Honduras,1.65,5.95,2018
Brazil,3.30,Paraguay,3.64,2.15,2018
Bolivia,15.14,Argentina,1.05,39.86,2018
Chile,3.46,Venezuela,4.04,1.96,2018
Guatemala,6.31,USA,1.21,14.42,2018
Peru,5.03,Uruguay,1.33,10.63,2018
Saint Vincent and the Grenadines,11.41,Trinidad & Tobago,1.08,24.84,2018
Ecuador,3.35,Colombia,1.96,4.26,2018
Bhutan,12.54,Maldives,1.06,25.37,2018
Saudi Arabia,3.18,United Arab Emirates,2.10,3.56,2018
Oman,4.37,Iran,1.40,8.10,2018
Vietnam,6.72,Iraq,1.19,12.69,2018
East Timor,12.45,Palestine,1.04,29.64,2018
Kyrgyzstan,3.14,Tajikistan,2.25,3.25,2018
Bahrain,5.67,Uzbekistan,1.24,11.98,2018
Turkmenistan,3.13,India,2.99,2.41,2018
Qatar,3.89,China,1.57,5.69,2018
Myanmar,8.67,Lebanon,1.10,24.20,2018
North Korea,4.33,Philippines,9.23,1.37,2018
Kuwait,5.67,South Korea,1.22,8.50,2018
Syria,7.72,Japan,1.14,15.44,2018
Singapore,3.05,Afghanistan,2.83,2.59,2018
Jordan,4.91,Australia,1.35,8.32,2018
Mexico,3.68,Canada,6.48,1.58,2018
USA,3.86,Guatemala,6.93,1.53,2018
Honduras,2.90,El Salvador,3.04,2.58,2018
Uruguay,4.76,Brazil,1.45,8.27,2018
Panama,2.83,Haiti,2.91,2.78,2018
Costa Rica,2.91,Jamaica,3.59,2.28,2018
Trinidad & Tobago,6.91,Saint Vincent and the Grenadines,17.24,1.17,2018
Venezuela,4.00,Peru,1.55,6.45,2018
Argentina,3.27,Chile,3.34,2.28,2018
Paraguay,4.66,Ecuador,1.38,9.35,2018
Colombia,3.25,Bolivia,3.28,2.29,2018
Malaysia,19.25,Saudi Arabia,1.01,30.65,2018
Hong Kong,6.79,Qatar,1.17,15.66,2018
Cambodia,22.97,Syria,1.01,44.94,2018
Laos,13.23,Kuwait,1.01,16.45,2018
Yemen,4.70,Bahrain,1.31,10.82,2018
Guam,10.27,Oman,1.08,24.56,2018
Palestine,5.82,United Arab Emirates,1.25,10.48,2018
India,17.13,Iran,1.02,37.55,2018
Thailand,3.82,Iraq,1.54,6.49,2018
Philippines,11.93,Uzbekistan,1.06,27.27,2018
Bangladesh,18.29,Jordan,1.02,37.19,2018
Chinese Taipei,6.12,Vietnam,1.23,11.19,2018
Maldives,20.95,China,1.01,40.20,2018
Lebanon,8.33,South Korea,1.13,17.80,2018
Afghanistan,24.31,Japan,1.01,42.05,2018
Tajikistan,16.81,Australia,1.03,35.47,2018
Canada,2.93,El Salvador,3.18,2.48,2018
Costa Rica,3.13,Panama,2.09,3.83,2018
Peru,5.81,Brazil,1.25,13.68,2018
Jamaica,2.97,Haiti,2.48,3.48,2018
USA,3.43,Trinidad & Tobago,4.67,1.81,2018
Bolivia,4.81,Paraguay,1.35,10.24,2018
Chile,3.19,Uruguay,2.46,3.07,2018
Ecuador,3.11,Venezuela,2.95,2.61,2018
Mexico,3.26,Honduras,4.48,1.90,2018
Argentina,3.05,Colombia,2.45,3.23,2018
Guatemala,4.39,Saint Vincent and the Grenadines,8.06,1.41,2018
Kenya,4.93,Cape Verde,1.29,11.92,2018
Botswana,4.96,Mali,1.31,10.04,2018
Madagascar,6.43,Senegal,1.19,14.99,2018
Tanzania,7.20,Algeria,1.14,21.89,2018
Benin,3.89,Burkina Faso,1.54,6.45,2018
Liberia,6.79,Ivory Coast,1.16,19.84,2018
Angola,3.74,South Africa,1.58,6.10,2018
Mauritania,5.09,Tunisia,1.28,11.46,2018
Chad,9.86,Egypt,1.09,24.21,2018
Uzbekistan,6.61,Yemen,17.63,1.17,2018
Ethiopia,4.35,Congo,1.44,7.36,2018
Comoros,13.18,Ghana,1.05,38.47,2018
Swaziland,8.02,Nigeria,1.13,18.21,2018
Niger,5.91,Cameroon,1.20,17.00,2018
Jordan,3.42,Kyrgyzstan,5.14,1.73,2018
Libya,2.87,Rwanda,2.45,3.24,2018
Oman,3.70,Turkmenistan,5.06,1.65,2018
United Arab Emirates,15.17,Malaysia,35.64,1.03,2018
Japan,22.17,Cambodia,45.17,1.01,2018
Qatar,22.25,Bhutan,42.67,-,2018
China,5.12,Hong Kong,9.82,1.28,2018
South Korea,23.00,Laos,42.14,1.01,2018
Syria,4.05,Singapore,6.49,1.50,2018
Australia,19.69,Bangladesh,44.13,1.01,2018
Iraq,13.10,Chinese Taipei,29.64,1.05,2018
Saudi Arabia,18.25,East Timor,39.13,1.02,2018
Bahrain,3.88,North Korea,1.48,7.43,2018
Iran,8.88,Guam,23.34,1.09,2018
Namibia,3.47,Guinea,1.66,5.62,2018
Morocco,3.14,Equatorial Guinea,3.99,2.01,2018
Burundi,4.59,D.R. Congo,1.34,9.86,2018
Togo,3.41,Uganda,1.76,4.84,2018
Sudan,4.47,Zambia,1.32,11.36,2018
Mozambique,4.25,Gabon,1.39,8.53,2018
Mali,3.24,Botswana,3.92,1.94,2018
Egypt,5.03,Chad,9.60,1.31,2018
Algeria,3.59,Tanzania,6.10,1.60,2018
Congo,3.06,Ethiopia,2.44,2.97,2018
Honduras,2.97,Canada,2.59,2.98,2018
Paraguay,3.31,Peru,1.97,4.23,2018
Haiti,4.41,Costa Rica,1.39,8.93,2018
Panama,3.02,Jamaica,2.24,3.53,2018
El Salvador,10.32,Mexico,1.08,29.20,2018
Trinidad & Tobago,3.03,Guatemala,2.38,3.23,2018
Saint Vincent and the Grenadines,24.82,USA,1.01,46.38,2018
Brazil,3.02,Argentina,2.49,3.21,2018
Tunisia,3.12,Mauritania,4.08,2.01,2018
Nigeria,4.33,Swaziland,7.28,1.44,2018
Ivory Coast,3.65,Liberia,6.07,1.60,2018
Cameroon,3.21,Niger,4.79,1.84,2018
South Africa,3.00,Angola,2.51,3.01,2018
Rwanda,3.08,Libya,2.08,3.88,2018
Cape Verde,2.95,Kenya,3.58,2.25,2018
Ghana,6.67,Comoros,15.87,1.18,2018
Senegal,3.67,Madagascar,6.17,1.55,2018
Colombia,3.67,Chile,1.71,5.22,2018
Uruguay,3.78,Ecuador,1.68,5.32,2018
Venezuela,3.41,Bolivia,1.89,4.46,2018
Equatorial Guinea,5.05,Morocco,1.28,12.25,2018
Uganda,3.12,Togo,2.02,4.05,2018
Burkina Faso,3.06,Benin,2.20,3.53,2018
Laos,14.44,Lebanon,1.03,25.98,2018
East Timor,18.63,United Arab Emirates,1.02,34.99,2018
Guinea,2.99,Namibia,2.53,3.00,2018
Malaysia,5.71,Palestine,1.26,10.04,2018
D.R. Congo,3.07,Burundi,3.44,2.24,2018
Guam,3.35,India,2.28,2.98,2018
North Korea,3.29,Uzbekistan,1.86,4.44,2018
Yemen,4.03,Philippines,1.39,9.46,2018
Bangladesh,6.02,Tajikistan,1.22,12.19,2018
Chinese Taipei,11.83,Thailand,1.05,32.35,2018
Bhutan,26.92,China,-,42.65,2018
Cambodia,5.51,Afghanistan,1.24,11.82,2018
Turkmenistan,10.00,Iran,1.09,21.17,2018
Japan,9.65,Singapore,20.30,1.09,2018
Myanmar,22.09,South Korea,1.01,42.65,2018
Hong Kong,3.82,Maldives,5.85,1.58,2018
Kyrgyzstan,11.31,Australia,1.07,25.93,2018
Gabon,3.01,Mozambique,3.14,2.42,2018
Zambia,2.88,Sudan,3.81,2.21,2018
Saudi Arabia,4.71,Palestine,8.18,1.36,2018
Djibouti,15.10,Swaziland,1.03,29.43,2018
Chile,3.22,Peru,3.53,2.19,2018
Venezuela,5.64,Brazil,1.27,11.66,2018
Argentina,3.26,Paraguay,4.01,1.99,2018
Colombia,3.07,Uruguay,2.45,3.20,2018
Bolivia,7.37,Ecuador,1.16,18.29,2018
Eritrea,6.44,Botswana,1.20,13.17,2018
South Sudan,5.47,Mauritania,1.26,10.58,2018
Lebanon,3.84,Kuwait,1.51,6.70,2018
Liberia,3.33,Guinea Bissau,1.90,4.02,2018
Comoros,3.96,Lesotho,1.52,6.37,2018
Tajikistan,6.55,Jordan,1.19,13.30,2018
Afghanistan,8.27,Syria,1.12,18.66,2018
Maldives,15.68,Qatar,1.03,39.56,2018
Somalia,8.25,Niger,1.12,17.67,2018
Philippines,3.90,Bahrain,1.54,6.06,2018
Chad,3.13,Sierra Leone,2.22,3.31,2018
India,8.98,Oman,1.09,23.79,2018
Gambia,3.25,Namibia,2.24,3.13,2018
Bangladesh,6.22,Kyrgyzstan,1.20,13.55,2018
Seychelles,5.31,Burundi,1.26,11.10,2018
Guam,4.65,Turkmenistan,1.39,7.35,2018
Hong Kong,21.18,Bhutan,34.29,1.02,2018
Laos,3.48,Myanmar,1.80,4.38,2018
Cambodia,8.26,Singapore,1.12,18.79,2018
Thailand,3.36,Vietnam,3.98,1.91,2018
Central Africa,3.68,Madagascar,1.51,7.16,2018
Yemen,7.53,North Korea,1.14,17.63,2018
Malaysia,3.30,East Timor,2.82,2.42,2018
Sao Tome and Principe,6.70,Ethiopia,1.17,14.48,2018
Mauritius,6.19,Kenya,1.22,12.47,2018
Tanzania,3.43,Malawi,1.71,5.24,2018
Sierra Leone,2.97,Chad,2.42,3.09,2018
Botswana,3.65,Eritrea,6.40,1.54,2018
Madagascar,3.01,Central Africa,2.89,2.54,2018
Namibia,3.09,Gambia,1.90,4.56,2018
Swaziland,4.46,Djibouti,9.94,1.34,2018
Niger,4.70,Somalia,12.03,1.30,2018
Ecuador,4.40,Argentina,1.44,7.72,2018
Brazil,3.26,Chile,2.33,3.18,2018
Paraguay,3.11,Venezuela,2.36,3.25,2018
Peru,3.74,Colombia,1.57,6.78,2018
Uruguay,3.00,Bolivia,3.26,2.42,2018
United Arab Emirates,3.12,Saudi Arabia,2.25,3.29,2018
Guinea Bissau,3.21,Liberia,1.90,4.36,2018
China,3.08,Qatar,2.17,3.53,2018
Ethiopia,3.93,Sao Tome and Principe,7.54,1.47,2018
Uzbekistan,3.19,Bahrain,3.30,2.22,2018
South Korea,3.38,Kuwait,4.58,1.79,2018
Iran,3.11,Oman,3.83,2.06,2018
Australia,3.71,Jordan,5.34,1.64,2018
Tajikistan,3.33,Kyrgyzstan,2.03,3.60,2018
Japan,4.95,Syria,8.90,1.33,2018
India,4.09,Turkmenistan,1.48,6.52,2018
Maldives,8.23,Bhutan,14.60,1.13,2018
Lebanon,4.81,Myanmar,9.70,1.32,2018
Afghanistan,3.92,Singapore,1.52,6.45,2018
Iraq,4.26,Vietnam,7.02,1.44,2018
Mauritania,3.36,South Sudan,4.73,1.80,2018
Philippines,6.53,North Korea,1.18,14.36,2018
Palestine,4.12,East Timor,5.97,1.51,2018
Kenya,3.18,Mauritius,4.38,1.92,2018
Malawi,2.96,Tanzania,2.28,3.47,2018
Burundi,3.28,Seychelles,4.41,1.88,2018
Lesotho,3.36,Comoros,4.87,1.77,2018
Antigua and Barbuda,4.54,Guatemala,1.38,8.34,2018
Curacao,3.57,El Salvador,1.67,5.41,2018
Jamaica,4.32,Nicaragua,6.54,1.47,2018
Canada,5.10,Belize,10.57,1.30,2018
Saint Vincent and the Grenadines,3.33,Aruba,3.70,2.03,2018
Grenada,7.69,Haiti,1.12,22.72,2018
Bahrain,3.46,Yemen,5.89,1.65,2018
South Korea,4.09,Lebanon,7.90,1.44,2018
United Arab Emirates,4.37,Palestine,7.21,1.43,2018
Iran,9.53,India,19.46,1.09,2018
Australia,8.20,Tajikistan,17.54,1.13,2018
Saudi Arabia,16.17,Malaysia,30.14,1.02,2018
Japan,18.38,Afghanistan,32.45,1.01,2018
Qatar,4.96,Hong Kong,10.65,1.29,2018
Kuwait,11.37,Laos,21.48,1.06,2018
Uzbekistan,3.98,Philippines,6.50,1.50,2018
Iraq,3.18,Thailand,2.99,2.36,2018
China,17.61,Maldives,31.94,1.02,2018
Syria,9.54,Cambodia,18.80,1.08,2018
Jordan,6.81,Bangladesh,14.08,1.17,2018
Vietnam,4.82,Chinese Taipei,7.89,1.35,2018
Oman,6.29,Guam,12.41,1.21,2018
Nicaragua,7.13,Jamaica,1.16,15.90,2018
Guatemala,3.28,Antigua and Barbuda,3.81,2.05,2018
Belize,7.07,Canada,1.17,16.16,2018
El Salvador,3.19,Curacao,3.61,2.15,2018
Haiti,4.51,Grenada,7.85,1.41,2018
Aruba,3.95,Saint Vincent and the Grenadines,1.55,6.15,2018
East Timor,15.37,Saudi Arabia,1.03,28.14,2018
Myanmar,7.75,Kuwait,1.13,17.81,2018
Kyrgyzstan,6.17,Jordan,1.23,10.82,2018
Bhutan,23.53,Qatar,1.01,65.42,2018
Tunisia,4.99,Belgium,1.36,11.11,2018
Mexico,3.61,South Korea,5.76,1.75,2018
Sweden,4.32,Germany,1.57,6.43,2018
Panama,6.21,England,1.23,17.41,2018
Senegal,3.16,Japan,3.52,2.32,2018
Colombia,3.41,Poland,3.34,2.27,2018
Egypt,3.59,Saudi Arabia,4.60,1.88,2018
Russia,3.08,Uruguay,2.66,3.01,2018
Portugal,3.69,Iran,6.01,1.68,2018
Morocco,5.02,Spain,1.34,11.37,2018
Peru,3.42,Australia,2.98,2.46,2018
France,2.64,Denmark,4.55,2.28,2018
Croatia,3.39,Iceland,3.10,2.36,2018
Argentina,4.42,Nigeria,6.18,1.54,2018
Sweden,3.23,Mexico,2.35,3.23,2018
Germany,6.32,South Korea,12.92,1.24,2018
Brazil,4.29,Serbia,7.30,1.50,2018
Costa Rica,3.66,Switzerland,1.69,5.83,2018
Poland,3.39,Japan,3.47,2.17,2018
Colombia,3.30,Senegal,3.69,2.13,2018
Belgium,3.33,England,2.91,2.49,2018
Tunisia,3.34,Panama,3.93,2.04,2018
